fecha,producto,categoría,cantidad,precio_unitario,total
2026-04-22,Lija al agua grano 220,Pinturas,4,1.02,4.08
2026-04-22,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.33,10.66
2026-04-23,Cinta teflón 12 mm,Gasfitería,1,1.98,1.98
2026-04-23,Pegamento PVC 1/4 gl,Gasfitería,8,17.27,138.16
2026-04-24,Casco de seguridad amarillo,Seguridad industrial,3,25.00,75.00
2026-04-24,Cinta aislante negra,Electricidad,5,3.65,18.25
2026-04-24,Clavo para madera kg,Materiales de construcción,20,10.07,201.40
2026-04-24,Tomacorriente doble,Electricidad,10,10.84,108.40
2026-04-24,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,9.12,18.24
2026-04-25,Breaker termomagnético 20A,Electricidad,2,33.28,66.56
2026-04-25,Fertilizante universal 1 kg,Jardinería,4,14.80,59.20
2026-04-25,Llave esférica 1/2 pulgada,Gasfitería,1,14.78,14.78
2026-04-25,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,9.18,27.54
2026-04-25,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.39,8.39
2026-04-26,Alambre recocido kg,Materiales de construcción,8,8.80,70.40
2026-04-26,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,2,157.44,314.88
2026-04-26,Atornillador inalámbrico 12V,Herramientas eléctricas,3,181.47,544.41
2026-04-26,Esmalte sintético negro 1/4 gl,Pinturas,2,26.14,52.28
2026-04-26,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.95,17.90
2026-04-26,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,10,10.34,103.40
2026-04-27,Atornillador inalámbrico 12V,Herramientas eléctricas,1,176.19,176.19
2026-04-27,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.69,34.76
2026-04-27,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.37,8.37
2026-04-28,Cinta métrica 5 m,Herramientas manuales,1,13.85,13.85
2026-04-28,Lente de seguridad transparente,Seguridad industrial,10,9.56,95.60
2026-04-28,Pegamento PVC 1/4 gl,Gasfitería,5,16.48,82.40
2026-04-28,Pegamento cerámico 25 kg,Materiales de construcción,6,22.70,136.20
2026-04-29,Arena fina saco 40 kg,Materiales de construcción,8,9.78,78.24
2026-04-29,Cinta teflón 12 mm,Gasfitería,8,2.02,16.16
2026-04-29,Fertilizante universal 1 kg,Jardinería,1,14.57,14.57
2026-04-29,Ladrillo pandereta unidad,Materiales de construcción,5,1.02,5.10
2026-04-29,Lija al agua grano 220,Pinturas,1,1.00,1.00
2026-04-29,Pintura látex blanca 1 gl,Pinturas,1,48.60,48.60
2026-04-29,Pintura látex marfil 1 gl,Pinturas,6,48.75,292.50
2026-04-29,Rodillo felpa 9 pulgadas,Pinturas,3,15.22,45.66
2026-04-30,Casco de seguridad amarillo,Seguridad industrial,3,23.55,70.65
2026-04-30,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.27,18.54
2026-04-30,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.26,27.78
2026-04-30,Llave esférica 1/2 pulgada,Gasfitería,4,14.75,59.00
2026-04-30,Tomacorriente doble,Electricidad,5,11.30,56.50
